,textlabel,graphid,groupref,centerX,centerY,width,height,color,database,databaseID,geometry
18,CYP19A1,fe9eb,,683.4618171718752,480.76175578155824,90.0,25.0,#None,Uniprot-TrEMBL,P11511,POINT (683.4618171718752 480.76175578155824)
19,SLCO2B1,fca07,dc920,484.9869937500001,949.2658387034348,90.0,25.0,#None,Uniprot-TrEMBL,O94956,POINT (484.9869937500001 949.2658387034348)
20,PAPS(4-),f41ef,,483.65990435937505,501.1424252659333,90.0,25.0,#0000ff,ChEBI,CHEBI:58339,POINT (483.65990435937505 501.1424252659333)
21,Androstenedione,a28d3,,852.659904359375,537.1424252659338,161.0,25.0,#0000ff,ChEBI,CHEBI:16422,POINT (852.659904359375 537.1424252659338)
22,NADP trianion,ff515,,1022.7410520468763,406.1424252659333,138.00000000000003,24.99999999999998,#0000ff,ChEBI,CHEBI:58349,POINT (1022.7410520468763 406.1424252659333)
23,ESR1,d8e9c,f781e,1069.6849733125014,184.53859964093354,90.0,25.0,#None,Uniprot-TrEMBL,P03372,POINT (1069.6849733125014 184.53859964093354)
24,estrone sulphate,cf272,,319.659904359375,801.142425265935,161.0,25.0,#0000ff,ChEBI,CHEBI:17474,POINT (319.659904359375 801.142425265935)
25,HSD17B3,b1080,,1029.6599043593742,454.1424252659333,90.0,25.0,#None,Uniprot-TrEMBL,P37058,POINT (1029.6599043593742 454.1424252659333)
26,SLCO1A2,e5607,b86b6,1031.025250000001,891.1962890159349,90.0,25.0,#None,Uniprot-TrEMBL,P46721,POINT (1031.025250000001 891.1962890159349)
27,SLCO4C1,a010d,dc920,484.98699375000007,1011.8036352659349,90.0,25.0,#None,Uniprot-TrEMBL,Q6ZQN7,POINT (484.98699375000007 1011.8036352659349)
28,testosterone,cfd4a,,851.6599043593749,381.14242526593335,166.1402335468752,24.999999999999996,#0000ff,ChEBI,CHEBI:17347,POINT (851.6599043593749 381.14242526593335)
29,SULT1E1,b342d,,125.65990435937496,745.142425265935,90.0,25.0,#None,Uniprot-TrEMBL,P49888,POINT (125.65990435937496 745.142425265935)
30,STS,c8903,,123.6599043593749,458.1424252659333,90.0,25.0,#None,Uniprot-TrEMBL,P08842,POINT (123.6599043593749 458.1424252659333)
31,NAD anion,ff131,,483.65990435937505,557.142425265934,90.0,25.0,#0000ff,ChEBI,CHEBI:57540,POINT (483.65990435937505 557.142425265934)
32,NADH dianion,dbf45,,483.65990435937505,643.1424252659349,90.0,25.0,#0000ff,ChEBI,CHEBI:57945,POINT (483.65990435937505 643.1424252659349)
33,STS,da5d4,,1029.6599043593742,745.142425265935,90.0,25.0,#None,Uniprot-TrEMBL,P08842,POINT (1029.6599043593742 745.142425265935)
34,SULT1E1,f245e,,679.6193305156249,747.142425265935,90.0,25.0,#None,Uniprot-TrEMBL,P49888,POINT (679.6193305156249 747.142425265935)
35,SLCO1A2,e81ae,dc920,484.9869937500001,858.0129683909348,90.0,25.0,#None,Uniprot-TrEMBL,P46721,POINT (484.9869937500001 858.0129683909348)
36,estrone sulphate,d75b3,,318.659904359375,1012.142425265935,161.0,25.0,#0000ff,ChEBI,CHEBI:17474,POINT (318.659904359375 1012.142425265935)
37,DHEA-S,c779c,,852.659904359375,1012.142425265935,161.0,25.0,#0000ff,ChEBI,CHEBI:16814,POINT (852.659904359375 1012.142425265935)
38,Estradiol-17beta,d234a,,921.8765035625011,203.53859964093343,108.5,25.0,#0000ff,ChEBI,CHEBI:16469,POINT (921.8765035625011 203.53859964093343)
39,PAPS(4-),f840b,,168.0166636874996,705.4562931565612,90.0,25.0,#0000ff,ChEBI,CHEBI:58339,POINT (168.0166636874996 705.4562931565612)
40,PAP,a744f,,168.01666368749966,787.3489177190609,90.0,25.0,#0000ff,ChEBI,58343,POINT (168.01666368749966 787.3489177190609)
41,PAP,cc3e3,,700.6539635312497,794.6687264378108,90.0,25.0,#0000ff,ChEBI,58343,POINT (700.6539635312497 794.6687264378108)
42,PAPS(4-),faf31,,700.6539635312498,703.3954323909361,90.0,25.0,#0000ff,ChEBI,CHEBI:58339,POINT (700.6539635312498 703.3954323909361)
43,SLCO1B1,bbb6c,b86b6,1031.0252500000024,923.529954953435,90.00000000000004,25.00000000000001,#None,Uniprot-TrEMBL,Q9Y6L6,POINT (1031.0252500000024 923.529954953435)
44,SLCO1B3,b90e5,b86b6,1031.0252500000024,956.713275578435,90.00000000000004,25.00000000000001,#None,Uniprot-TrEMBL,Q9NPD5,POINT (1031.0252500000024 956.713275578435)
45,SLCO2B1,c38cb,b86b6,1031.0252500000024,988.6203146409349,90.00000000000004,25.00000000000001,#None,Uniprot-TrEMBL,O94956,POINT (1031.0252500000024 988.6203146409349)
