,textlabel,graphid,groupref,centerX,centerY,width,height,color,database,databaseID,geometry
23,JAK2,dfd5f,,130.1545847889892,373.0000000000002,90.0,25.0,#None,Entrez Gene,3717,POINT (130.1545847889892 373.0000000000002)
24,GH1,e049c,,294.1545847889889,168.00000000000006,90.0,25.0,#None,Entrez Gene,2688,POINT (294.1545847889889 168.00000000000006)
25,EPOR,e11b3,,194.66666666666688,253.99999999999997,90.0,25.0,#None,Entrez Gene,2057,POINT (194.66666666666688 253.99999999999997)
26,STAT5A,e1afc,c28b5,294.1545847889888,360.99999999999994,90.0,25.0,#None,Entrez Gene,6776,POINT (294.1545847889888 360.99999999999994)
27,CISH,e5981,e01f9,480.70287277140005,336.2500000000001,90.0,25.0,#None,Entrez Gene,1154,POINT (480.70287277140005 336.2500000000001)
28,MTOR,ec627,a36a8,991.9528727713983,714.6666666666667,90.0,25.0,#None,Entrez Gene,2475,POINT (991.9528727713983 714.6666666666667)
29,CCND2,f058a,ea519,294.1545847889889,748.6666666666667,90.0,25.0,#None,Entrez Gene,894,POINT (294.1545847889889 748.6666666666667)
30,AKT1,f48ec,a94dd,991.9528727713983,545.6666666666664,90.0,25.0,#None,Entrez Gene,207,POINT (991.9528727713983 545.6666666666664)
31,IL6R,f527b,,991.9528727713985,253.99999999999997,90.0,25.0,#None,Entrez Gene,3570,POINT (991.9528727713985 253.99999999999997)
32,SOCS3,f7bec,e01f9,480.70287277140005,411.2500000000001,90.0,25.0,#None,Entrez Gene,9021,POINT (480.70287277140005 411.2500000000001)
33,PRL,f8beb,,398.6666666666672,168.00000000000003,90.0,25.0,#None,Entrez Gene,5617,POINT (398.6666666666672 168.00000000000003)
34,HRAS,f8c76,c5e22,820.9528727713985,570.6666666666669,90.0,25.0,#None,Entrez Gene,3265,POINT (820.9528727713985 570.6666666666669)
35,CDK4,f91b1,ea519,294.1545847889889,798.6666666666666,90.0,25.0,#None,Entrez Gene,1019,POINT (294.1545847889889 798.6666666666666)
36,JAK2,e40b6,f40ce,991.9528727713985,360.99999999999994,90.0,25.0,#None,Entrez Gene,3717,POINT (991.9528727713985 360.99999999999994)
37,JAK2,cbaa0,b3a8d,647.1195394380666,360.99999999999994,90.0,25.0,#None,Entrez Gene,3717,POINT (647.1195394380666 360.99999999999994)
38,STAT5A,b3469,,294.1545847889889,514.0000000000005,90.0,25.0,#None,Entrez Gene,6776,POINT (294.1545847889889 514.0000000000005)
